Designator,Mid X,Mid Y,Rotation,Layer
C101,136.0,-88.0,270.0,bottom
C37,174.8625,-91.0,180.0,bottom
D101,195.0,-81.5,0.0,top
D102,139.0,-81.5,180.0,top
D103,195.0,-93.5,180.0,top
D104,139.0,-93.5,0.0,top
J101,145.25,-87.5,0.0,top
J102,174.45,-86.695,270.0,bottom
R30,148.0,-86.25,0.0,bottom
R31,148.0,-83.5,0.0,bottom
SW101,135.25,-81.5,90.0,top
SW102,135.25,-93.5,90.0,top
U101,131.0,-88.0,0.0,bottom
U102,122.0,-87.5,315.0,top
U22,174.85,-93.675,270.0,bottom
